Timestamp,LatencyMs,Tick,Configuration
13.761,14.080,2214,Oculus Quest_Android
13.774,13.785,2218,Oculus Quest_Android
13.788,14.080,2221,Oculus Quest_Android
13.802,13.614,2224,Oculus Quest_Android
13.816,13.766,2228,Oculus Quest_Android
13.830,13.729,2231,Oculus Quest_Android
13.844,13.927,2234,Oculus Quest_Android
13.858,14.464,2238,Oculus Quest_Android
13.871,13.254,2241,Oculus Quest_Android
13.886,14.386,2244,Oculus Quest_Android
13.899,13.464,2247,Oculus Quest_Android
13.914,14.247,2251,Oculus Quest_Android
13.927,13.990,2254,Oculus Quest_Android
13.940,13.609,2257,Oculus Quest_Android
13.954,13.660,2260,Oculus Quest_Android
13.968,13.536,2264,Oculus Quest_Android
13.982,14.271,2267,Oculus Quest_Android
13.995,13.556,2270,Oculus Quest_Android
14.010,13.800,2274,Oculus Quest_Android
14.023,14.060,2277,Oculus Quest_Android
14.037,13.762,2280,Oculus Quest_Android
14.051,14.209,2284,Oculus Quest_Android
14.065,13.946,2287,Oculus Quest_Android
14.080,14.225,2290,Oculus Quest_Android
14.093,13.597,2294,Oculus Quest_Android
14.108,14.532,2297,Oculus Quest_Android
14.122,13.885,2300,Oculus Quest_Android
14.136,14.077,2304,Oculus Quest_Android
14.150,13.803,2307,Oculus Quest_Android
14.163,13.446,2310,Oculus Quest_Android
14.177,13.846,2313,Oculus Quest_Android
14.191,14.083,2317,Oculus Quest_Android
14.205,13.913,2320,Oculus Quest_Android
14.219,13.730,2323,Oculus Quest_Android
14.235,13.761,2327,Oculus Quest_Android
14.247,13.982,2330,Oculus Quest_Android
14.260,13.985,2333,Oculus Quest_Android
14.274,13.808,2336,Oculus Quest_Android
14.288,14.177,2340,Oculus Quest_Android
14.302,13.550,2343,Oculus Quest_Android
14.316,14.250,2346,Oculus Quest_Android
14.330,13.644,2350,Oculus Quest_Android
14.344,14.080,2353,Oculus Quest_Android
14.357,13.964,2356,Oculus Quest_Android
14.371,13.559,2360,Oculus Quest_Android
14.386,14.004,2363,Oculus Quest_Android
14.399,13.752,2366,Oculus Quest_Android
14.413,14.228,2370,Oculus Quest_Android
14.427,13.856,2373,Oculus Quest_Android
14.441,13.587,2376,Oculus Quest_Android
14.455,14.092,2379,Oculus Quest_Android
14.469,13.732,2383,Oculus Quest_Android
14.484,14.622,2386,Oculus Quest_Android
14.497,13.390,2389,Oculus Quest_Android
14.511,14.137,2393,Oculus Quest_Android
14.525,14.236,2396,Oculus Quest_Android
14.539,13.667,2399,Oculus Quest_Android
14.553,14.112,2403,Oculus Quest_Android
14.566,13.323,2406,Oculus Quest_Android
14.580,13.853,2409,Oculus Quest_Android
14.594,13.700,2412,Oculus Quest_Android
14.608,13.713,2416,Oculus Quest_Android
14.622,14.097,2419,Oculus Quest_Android
14.635,13.518,2422,Oculus Quest_Android
14.650,14.414,2426,Oculus Quest_Android
14.663,13.607,2429,Oculus Quest_Android
